"dep";"jour";"incid_hosp";"incid_rea";"incid_dc";"incid_rad"
"01";2020-03-19;1;0;0;0
"01";2020-03-20;0;0;0;1
"01";2020-03-21;3;0;0;0
"01";2020-03-22;3;1;0;1
"01";2020-03-23;14;1;0;5
"01";2020-03-24;11;1;0;4
"01";2020-03-25;13;2;0;5
"01";2020-03-26;14;3;2;2
"01";2020-03-27;14;2;0;0
"01";2020-03-28;7;3;1;3
"01";2020-03-29;11;3;3;3
"01";2020-03-30;20;7;4;1
"01";2020-03-31;20;0;1;9
"01";2020-04-01;38;14;2;10
"01";2020-04-02;34;7;2;19
"01";2020-04-03;15;4;3;13
"01";2020-04-04;25;8;5;9
"01";2020-04-05;12;4;2;3
"01";2020-04-06;11;3;1;6
"01";2020-04-07;15;3;2;5
"01";2020-04-08;19;8;4;9
"01";2020-04-09;13;3;4;8
"01";2020-04-10;17;2;5;8
"01";2020-04-11;7;3;2;15
"01";2020-04-12;4;2;0;4
"01";2020-04-13;13;1;2;3
"01";2020-04-14;14;1;2;5
"01";2020-04-15;35;0;6;28
"01";2020-04-16;16;1;0;3
"01";2020-04-17;9;2;3;9
"01";2020-04-18;31;3;5;5
"01";2020-04-19;3;1;0;1
"01";2020-04-20;4;2;2;3
"01";2020-04-21;12;3;2;11
"01";2020-04-22;13;1;4;15
"01";2020-04-23;10;0;4;9
"01";2020-04-24;7;1;1;5
"01";2020-04-25;4;0;2;5
"01";2020-04-26;4;0;0;1
"01";2020-04-27;4;0;0;7
"01";2020-04-28;4;0;3;4
"01";2020-04-29;14;0;1;11
"01";2020-04-30;8;2;1;8
"01";2020-05-01;4;0;1;5
"01";2020-05-02;1;1;0;0
"01";2020-05-03;1;0;0;0
"01";2020-05-04;2;0;0;2
"01";2020-05-05;7;2;4;12
"01";2020-05-06;8;0;0;14
"01";2020-05-07;1;0;0;7
"01";2020-05-08;1;0;0;2
"01";2020-05-09;1;0;1;3
"01";2020-05-10;3;0;0;1
"01";2020-05-11;6;2;2;6
"01";2020-05-12;4;1;0;2
"01";2020-05-13;6;0;0;4
"01";2020-05-14;4;0;0;4
"01";2020-05-15;4;0;1;5
"01";2020-05-16;1;0;1;2
"01";2020-05-17;1;0;0;1
"01";2020-05-18;1;0;0;5
"01";2020-05-19;5;0;2;13
"01";2020-05-20;2;0;0;6
"01";2020-05-21;0;0;1;4
"01";2020-05-22;0;0;1;1
"01";2020-05-23;4;0;1;5
"01";2020-05-24;0;0;0;0
"01";2020-05-25;1;0;0;1
"01";2020-05-26;2;0;0;10
"01";2020-05-27;0;0;0;1
"01";2020-05-28;0;0;0;7
"01";2020-05-29;0;0;0;0
"01";2020-05-30;2;0;0;9
"01";2020-05-31;0;0;0;0
"01";2020-06-01;0;0;0;0
"01";2020-06-02;1;0;0;2
"01";2020-06-03;2;0;1;7
"01";2020-06-04;4;0;1;1
"01";2020-06-05;0;0;0;1
"01";2020-06-06;0;0;1;6
"01";2020-06-07;0;0;0;0
"01";2020-06-08;3;1;2;1
"01";2020-06-09;0;0;0;2
"01";2020-06-10;1;0;0;1
"01";2020-06-11;0;0;0;5
"01";2020-06-12;0;0;1;2
"01";2020-06-13;0;0;0;0
"01";2020-06-14;0;0;0;0
"01";2020-06-15;0;0;0;1
"01";2020-06-16;2;0;0;0
"01";2020-06-17;1;0;1;2
"01";2020-06-18;0;0;0;0
"01";2020-06-19;0;0;0;0
"01";2020-06-20;0;0;0;2
"01";2020-06-21;0;0;0;0
"01";2020-06-22;0;0;0;0
"01";2020-06-23;0;0;1;0
"01";2020-06-24;1;0;0;3
"01";2020-06-25;2;0;0;5
"01";2020-06-26;0;0;0;0
"01";2020-06-27;0;0;0;4
"01";2020-06-28;0;0;0;0
"01";2020-06-29;0;0;0;3
"01";2020-06-30;0;0;0;0
"01";2020-07-01;0;0;0;0
"01";2020-07-02;0;0;0;0
"01";2020-07-03;1;1;1;0
"01";2020-07-04;0;0;0;2
"01";2020-07-05;0;0;0;1
"01";2020-07-06;1;0;0;0
"01";2020-07-07;0;1;0;1
"01";2020-07-08;0;0;1;2
"01";2020-07-09;0;0;0;0
"01";2020-07-10;1;0;0;0
"01";2020-07-11;0;0;0;0
"01";2020-07-12;0;0;0;0
"01";2020-07-13;0;0;0;0
"01";2020-07-14;0;0;0;0
"01";2020-07-15;0;0;0;0
"01";2020-07-16;0;0;0;1
"01";2020-07-17;0;0;0;1
"01";2020-07-18;0;0;0;0
"01";2020-07-19;0;0;0;0
"01";2020-07-20;1;0;0;0
"01";2020-07-21;1;0;0;0
"01";2020-07-22;1;0;0;3
"01";2020-07-23;0;0;0;6
"01";2020-07-24;1;0;0;7
"01";2020-07-25;0;0;0;1
"01";2020-07-26;0;0;0;0
"01";2020-07-27;0;0;0;1
"01";2020-07-28;0;0;0;0
"01";2020-07-29;0;0;0;0
"01";2020-07-30;0;0;0;1
"01";2020-07-31;0;0;0;0
"01";2020-08-01;0;0;0;0
"01";2020-08-02;0;0;0;0
"01";2020-08-03;0;0;0;1
"01";2020-08-04;0;0;0;1
"01";2020-08-05;0;0;0;0
"01";2020-08-06;0;0;0;0
"01";2020-08-07;2;0;0;2
"01";2020-08-08;0;0;0;0
"01";2020-08-09;0;0;0;0
"01";2020-08-10;2;0;0;1
"01";2020-08-11;0;0;0;0
"01";2020-08-12;0;0;0;0
"01";2020-08-13;0;0;0;0
"01";2020-08-14;0;0;0;0
"01";2020-08-15;0;0;0;0
"01";2020-08-16;0;0;0;0
"01";2020-08-17;0;0;0;0
"01";2020-08-18;0;0;0;1
"01";2020-08-19;0;0;0;0
"01";2020-08-20;2;0;0;4
"01";2020-08-21;0;0;0;0
"01";2020-08-22;0;0;0;0
"01";2020-08-23;0;0;0;0
"01";2020-08-24;0;0;0;0
"01";2020-08-25;1;0;0;0
"01";2020-08-26;0;0;0;1
"01";2020-08-27;1;0;0;0
"01";2020-08-28;1;0;0;0
"01";2020-08-29;0;0;0;0
"01";2020-08-30;0;0;0;0
"01";2020-08-31;0;0;0;0
"01";2020-09-01;0;0;1;0
"01";2020-09-02;1;0;0;0
"01";2020-09-03;0;0;1;0
"01";2020-09-04;1;0;0;0
"01";2020-09-05;0;0;0;1
"01";2020-09-06;0;0;0;0
"01";2020-09-07;0;0;0;0
"01";2020-09-08;7;0;2;1
"01";2020-09-09;0;0;0;1
"01";2020-09-10;0;0;0;0
"01";2020-09-11;1;0;0;1
"01";2020-09-12;2;0;0;1
"01";2020-09-13;0;0;0;0
"01";2020-09-14;0;0;0;0
"01";2020-09-15;8;1;1;2
"01";2020-09-16;1;0;0;0
"01";2020-09-17;1;0;0;2
"01";2020-09-18;0;0;0;0
"01";2020-09-19;0;0;0;0
"01";2020-09-20;0;0;0;0
"01";2020-09-21;7;1;0;8
"01";2020-09-22;2;0;0;2
"01";2020-09-23;2;1;0;0
"01";2020-09-24;11;1;0;3
"01";2020-09-25;2;3;0;1
"01";2020-09-26;3;0;0;3
"01";2020-09-27;0;0;0;0
"01";2020-09-28;3;0;0;1
"01";2020-09-29;5;1;0;6
"01";2020-09-30;2;1;0;5
"01";2020-10-01;2;0;3;9
"01";2020-10-02;2;1;0;3
"01";2020-10-03;3;1;0;0
"01";2020-10-04;6;0;0;3
"01";2020-10-05;1;0;0;2
"01";2020-10-06;2;0;0;1
"01";2020-10-07;2;0;0;4
"01";2020-10-08;6;3;0;1
"01";2020-10-09;2;1;0;1
"01";2020-10-10;5;1;1;2
"01";2020-10-11;2;0;0;0
"01";2020-10-12;5;1;1;3
"01";2020-10-13;6;1;0;5
"01";2020-10-14;2;0;1;1
"01";2020-10-15;9;0;1;8
"01";2020-10-16;15;0;2;5
"01";2020-10-17;10;0;0;1
"01";2020-10-18;5;1;0;1
"01";2020-10-19;40;2;0;9
"01";2020-10-20;33;2;2;18
"01";2020-10-21;12;1;0;4
"01";2020-10-22;28;1;1;5
"01";2020-10-23;35;1;2;7
"01";2020-10-24;17;2;2;7
"01";2020-10-25;1;0;1;3
"01";2020-10-26;54;6;1;19
"01";2020-10-27;21;3;5;11
"01";2020-10-28;31;2;2;9
"01";2020-10-29;18;1;1;6
"01";2020-10-30;31;6;2;13
"01";2020-10-31;37;5;6;22
"01";2020-11-01;15;0;1;5
"01";2020-11-02;30;1;3;6
"01";2020-11-03;66;7;7;20
"01";2020-11-04;41;6;6;9
"01";2020-11-05;57;8;11;37
"01";2020-11-06;48;4;2;15
"01";2020-11-07;19;4;4;36
"01";2020-11-08;13;0;1;5
"01";2020-11-09;38;0;8;18
"01";2020-11-10;64;5;8;42
"01";2020-11-11;26;5;0;10
"01";2020-11-12;41;5;5;17
"01";2020-11-13;37;0;10;28
"01";2020-11-14;35;2;9;45
"01";2020-11-15;8;0;1;5
"01";2020-11-16;24;0;10;6
"01";2020-11-17;40;1;6;31
"01";2020-11-18;26;4;3;19
"01";2020-11-19;40;3;10;40
"01";2020-11-20;31;2;5;11
"01";2020-11-21;19;3;3;14
"01";2020-11-22;4;0;2;4
"01";2020-11-23;16;0;1;5
"01";2020-11-24;19;2;11;38
"01";2020-11-25;18;2;6;11
"01";2020-11-26;24;6;4;28
"01";2020-11-27;12;3;9;28
"01";2020-11-28;1;0;0;3
"01";2020-11-29;7;0;5;5
"01";2020-11-30;15;1;5;11
"01";2020-12-01;8;1;1;4
"01";2020-12-02;7;0;0;2
"01";2020-12-03;11;2;6;25
"01";2020-12-04;25;3;4;19
"01";2020-12-05;5;2;11;22
"01";2020-12-06;4;0;1;1
"01";2020-12-07;18;2;9;10
"01";2020-12-08;15;3;1;6
"01";2020-12-09;9;2;4;18
"01";2020-12-10;7;0;2;9
"01";2020-12-11;9;2;1;5
"01";2020-12-12;3;1;3;13
"01";2020-12-13;6;0;0;8
"01";2020-12-14;15;0;1;7
"01";2020-12-15;5;5;4;20
"01";2020-12-16;8;2;1;6
"01";2020-12-17;12;0;1;8
"01";2020-12-18;9;1;2;13
"01";2020-12-19;5;1;4;9
"01";2020-12-20;0;0;0;0
"01";2020-12-21;18;2;4;14
"01";2020-12-22;14;1;6;20
"01";2020-12-23;7;1;2;4
"01";2020-12-24;8;0;3;17
"01";2020-12-25;3;0;4;44
"01";2020-12-26;2;0;0;0
"01";2020-12-27;1;0;0;0
"01";2020-12-28;10;0;6;13
"01";2020-12-29;4;1;2;4
"01";2020-12-30;4;0;1;3
"01";2020-12-31;12;1;1;4
"01";2021-01-01;1;1;0;3
"01";2021-01-02;2;0;0;1
"01";2021-01-03;3;0;1;1
"01";2021-01-04;10;3;1;8
"01";2021-01-05;5;0;0;12
"01";2021-01-06;8;1;2;1
"01";2021-01-07;24;4;6;13
"01";2021-01-08;10;3;2;3
"01";2021-01-09;5;1;2;8
"01";2021-01-10;0;0;0;0
"01";2021-01-11;12;0;3;10
"01";2021-01-12;22;2;2;3
"01";2021-01-13;17;0;1;22
"01";2021-01-14;19;0;11;33
"01";2021-01-15;17;9;5;42
"01";2021-01-16;19;1;2;30
"01";2021-01-17;1;0;0;0
"01";2021-01-18;36;2;1;5
"01";2021-01-19;21;2;8;11
"01";2021-01-20;15;2;1;5
"01";2021-01-21;3;3;0;2
"01";2021-01-22;28;5;8;19
"01";2021-01-23;7;1;0;3
"01";2021-01-24;2;0;0;0
"01";2021-01-25;16;4;3;6
"01";2021-01-26;16;3;7;17
"01";2021-01-27;38;2;7;21
"01";2021-01-28;9;1;0;8
"01";2021-01-29;11;2;3;8
"01";2021-01-30;11;2;1;4
"01";2021-01-31;0;0;0;0
"01";2021-02-01;22;4;5;32
"01";2021-02-02;12;0;4;20
"01";2021-02-03;12;1;2;29
"01";2021-02-04;12;3;1;0
"01";2021-02-05;9;0;4;16
"01";2021-02-06;9;3;2;7
"01";2021-02-07;0;0;0;0
"01";2021-02-08;19;0;5;10
"01";2021-02-09;19;3;6;11
"01";2021-02-10;13;4;2;30
"01";2021-02-11;26;3;9;30
"01";2021-02-12;12;2;3;20
"01";2021-02-13;2;1;0;3
"01";2021-02-14;7;0;0;2
"01";2021-02-15;8;0;2;12
"01";2021-02-16;27;4;2;8
"01";2021-02-17;6;2;4;6
"01";2021-02-18;9;4;0;9
"01";2021-02-19;11;2;0;10
"01";2021-02-20;6;0;2;6
"01";2021-02-21;0;0;0;0
"01";2021-02-22;7;0;1;4
"01";2021-02-23;15;3;3;10
"01";2021-02-24;20;3;1;15
"01";2021-02-25;10;5;0;5
"01";2021-02-26;16;6;2;8
"01";2021-02-27;0;0;0;7
"01";2021-02-28;0;0;0;0
"01";2021-03-01;10;2;1;13
"01";2021-03-02;7;2;3;13
"01";2021-03-03;5;0;0;10
"01";2021-03-04;19;2;5;21
"01";2021-03-05;20;1;3;13
"01";2021-03-06;3;1;3;10
"01";2021-03-07;0;0;0;0
"01";2021-03-08;7;2;5;11
"01";2021-03-09;22;6;5;12
"01";2021-03-10;11;0;0;9
"01";2021-03-11;6;1;5;14
"01";2021-03-12;11;4;1;5
"01";2021-03-13;3;4;0;9
"01";2021-03-14;0;0;0;0
"01";2021-03-15;11;2;0;13
"01";2021-03-16;14;2;5;11
"01";2021-03-17;8;2;1;8
"01";2021-03-18;8;1;1;7
"01";2021-03-19;3;0;2;10
"01";2021-03-20;9;3;1;5
"01";2021-03-21;0;0;0;0
"01";2021-03-22;14;2;1;4
"01";2021-03-23;9;5;1;12
"01";2021-03-24;12;1;2;15
"01";2021-03-25;4;0;3;7
"01";2021-03-26;4;4;3;15
"01";2021-03-27;1;2;1;4
"01";2021-03-28;0;0;0;0
"01";2021-03-29;4;1;1;3
"01";2021-03-30;23;7;0;15
"01";2021-03-31;9;0;2;6
"01";2021-04-01;4;2;1;4
"01";2021-04-02;17;10;3;9
"01";2021-04-03;4;0;0;8
"01";2021-04-04;0;0;0;0
"01";2021-04-05;4;0;1;1
"01";2021-04-06;21;6;0;10
"01";2021-04-07;38;6;3;10
"01";2021-04-08;10;1;1;5
"01";2021-04-09;10;4;3;16
"01";2021-04-10;4;1;1;6
"01";2021-04-11;0;0;0;0
"01";2021-04-12;21;1;0;9
"01";2021-04-13;15;4;2;30
"01";2021-04-14;14;6;0;12
"01";2021-04-15;24;6;0;13
"01";2021-04-16;10;2;0;10
"01";2021-04-17;3;3;1;8
"01";2021-04-18;0;0;0;0
"01";2021-04-19;25;2;2;21
"01";2021-04-20;23;10;0;18
"01";2021-04-21;13;5;1;12
"01";2021-04-22;5;1;1;20
"01";2021-04-23;10;0;1;4
"01";2021-04-24;5;0;0;4
"01";2021-04-25;0;0;0;0
"01";2021-04-26;29;2;1;11
"01";2021-04-27;9;5;0;6
"01";2021-04-28;9;2;5;17
"01";2021-04-29;5;3;3;6
"01";2021-04-30;4;2;0;1
"01";2021-05-01;4;0;2;12
"01";2021-05-02;1;0;0;4
"01";2021-05-03;15;2;0;7
"01";2021-05-04;2;0;2;24
"01";2021-05-05;23;0;1;13
"01";2021-05-06;6;0;1;4
"01";2021-05-07;7;1;0;7
"01";2021-05-08;8;2;0;4
"01";2021-05-09;0;0;0;0
"01";2021-05-10;0;0;2;5
"01";2021-05-11;3;0;2;5
"01";2021-05-12;3;0;1;7
"01";2021-05-13;1;0;2;14
"01";2021-05-14;7;2;1;9
"01";2021-05-15;1;1;0;13
"01";2021-05-16;0;0;0;0
"01";2021-05-17;7;2;1;6
"01";2021-05-18;0;0;1;6
"01";2021-05-19;4;0;0;3
"01";2021-05-20;0;0;2;1
"01";2021-05-21;4;0;1;4
"01";2021-05-22;0;0;1;4
"01";2021-05-23;1;0;0;0
"01";2021-05-24;0;0;0;0
"01";2021-05-25;4;0;5;5
"01";2021-05-26;7;2;0;5
"01";2021-05-27;0;0;0;4
"01";2021-05-28;7;4;2;7
"01";2021-05-29;2;0;1;5
"01";2021-05-30;0;0;0;0
"01";2021-05-31;0;0;0;1
"01";2021-06-01;4;3;3;12
"01";2021-06-02;1;0;0;3
"01";2021-06-03;3;3;0;4
"01";2021-06-04;0;0;0;3
"01";2021-06-05;1;1;0;2
"01";2021-06-06;0;0;0;0
"01";2021-06-07;0;0;0;2
"01";2021-06-08;1;0;0;1
"01";2021-06-09;0;0;0;1
"01";2021-06-10;4;1;0;1
"01";2021-06-11;2;0;2;4
"01";2021-06-12;0;0;0;4
"01";2021-06-13;0;0;0;0
"01";2021-06-14;5;1;0;1
"01";2021-06-15;1;0;0;10
"01";2021-06-16;0;0;0;0
"01";2021-06-17;0;0;0;12
"01";2021-06-18;2;2;0;1
"01";2021-06-19;0;0;0;1
"01";2021-06-20;0;0;0;0
"01";2021-06-21;0;0;0;1
"01";2021-06-22;1;1;1;3
"01";2021-06-23;0;0;0;4
"01";2021-06-24;1;1;0;1
"01";2021-06-25;2;0;0;1
"01";2021-06-26;0;0;0;14
"01";2021-06-27;0;0;0;0
"01";2021-06-28;2;1;1;1
"01";2021-06-29;0;0;1;3
"02";2020-03-19;38;8;10;15
"02";2020-03-20;10;3;3;9
"02";2020-03-21;30;4;1;9
"02";2020-03-22;13;1;3;8
"02";2020-03-23;27;1;2;5
"02";2020-03-24;46;4;3;23
"02";2020-03-25;15;5;1;8
"02";2020-03-26;23;4;2;10
"02";2020-03-27;16;3;1;5
"02";2020-03-28;26;2;4;13
"02";2020-03-29;5;1;1;1
"02";2020-03-30;9;4;2;3
"02";2020-03-31;58;6;7;41
"02";2020-04-01;41;4;8;13
"02";2020-04-02;58;1;8;27
"02";2020-04-03;59;5;18;16
"02";2020-04-04;42;4;10;19
"02";2020-04-05;7;0;6;2
"02";2020-04-06;14;1;6;7
"02";2020-04-07;67;3;9;31
"02";2020-04-08;23;5;4;13
"02";2020-04-09;39;4;9;20
"02";2020-04-10;32;7;8;14
"02";2020-04-11;25;0;4;22
"02";2020-04-12;8;1;2;2
"02";2020-04-13;9;0;5;1
"02";2020-04-14;9;2;5;16
"02";2020-04-15;28;4;3;25
"02";2020-04-16;13;1;4;14
"02";2020-04-17;18;1;6;12
"02";2020-04-18;13;0;3;10
"02";2020-04-19;8;1;1;1
"02";2020-04-20;106;7;6;70
"02";2020-04-21;93;1;13;90
"02";2020-04-22;29;1;5;39
"02";2020-04-23;24;1;1;20
"02";2020-04-24;25;1;3;14
"02";2020-04-25;10;0;4;12
"02";2020-04-26;12;0;3;0
"02";2020-04-27;4;0;2;8
"02";2020-04-28;29;3;5;20
"02";2020-04-29;16;4;5;18
"02";2020-04-30;16;1;1;17
"02";2020-05-01;6;0;2;11
"02";2020-05-02;7;0;0;3
"02";2020-05-03;1;0;4;0
"02";2020-05-04;11;0;5;8
"02";2020-05-05;20;0;3;25
"02";2020-05-06;20;1;1;18
"02";2020-05-07;29;4;2;45
"02";2020-05-08;21;2;2;28
"02";2020-05-09;0;0;1;0
"02";2020-05-10;2;1;2;1
"02";2020-05-11;14;2;4;9
"02";2020-05-12;7;0;4;21
"02";2020-05-13;13;0;3;25
"02";2020-05-14;12;1;0;32
"02";2020-05-15;5;0;2;7
"02";2020-05-16;12;0;2;5
"02";2020-05-17;3;0;3;0
"02";2020-05-18;9;0;1;5
"02";2020-05-19;3;1;0;7
"02";2020-05-20;6;0;2;6
"02";2020-05-21;1;0;0;5
"02";2020-05-22;2;0;0;4
"02";2020-05-23;1;0;3;3
"02";2020-05-24;1;0;0;0
"02";2020-05-25;5;0;2;16
"02";2020-05-26;18;2;1;7
"02";2020-05-27;2;0;1;10
"02";2020-05-28;8;2;2;5
"02";2020-05-29;6;1;2;7
"02";2020-05-30;3;0;0;2
"02";2020-05-31;0;0;1;0
"02";2020-06-01;0;0;1;1
"02";2020-06-02;2;1;1;1
"02";2020-06-03;5;0;0;9
"02";2020-06-04;3;2;1;3
"02";2020-06-05;3;1;0;6
"02";2020-06-06;1;0;0;0
"02";2020-06-07;1;0;0;1
"02";2020-06-08;4;0;3;6
"02";2020-06-09;3;0;0;7
"02";2020-06-10;1;0;0;6
"02";2020-06-11;0;0;0;2
"02";2020-06-12;4;1;0;7
"02";2020-06-13;0;0;0;1
"02";2020-06-14;0;0;0;0
"02";2020-06-15;1;0;0;4
"02";2020-06-16;6;0;2;3
"02";2020-06-17;0;0;0;1
"02";2020-06-18;4;0;0;11
"02";2020-06-19;0;0;0;1
"02";2020-06-20;2;0;0;3
"02";2020-06-21;5;0;0;0
"02";2020-06-22;0;0;0;2
"02";2020-06-23;3;0;0;4
"02";2020-06-24;0;0;1;2
"02";2020-06-25;2;0;1;5
"02";2020-06-26;0;0;0;5
"02";2020-06-27;0;0;0;2
"02";2020-06-28;0;0;0;1
"02";2020-06-29;1;0;0;1
"02";2020-06-30;0;0;0;1
"02";2020-07-01;2;0;0;1
"02";2020-07-02;1;0;0;0
"02";2020-07-03;0;0;0;0
"02";2020-07-04;1;0;0;3
"02";2020-07-05;0;0;0;0
"02";2020-07-06;0;0;0;2
"02";2020-07-07;4;0;2;10
"02";2020-07-08;1;1;0;18
"02";2020-07-09;2;0;0;4
"02";2020-07-10;0;0;0;2
"02";2020-07-11;1;0;1;2
"02";2020-07-12;0;0;0;0
"02";2020-07-13;0;1;0;0
"02";2020-07-14;0;0;0;0
"02";2020-07-15;2;0;0;1
"02";2020-07-16;1;0;0;3
"02";2020-07-17;4;0;0;3
"02";2020-07-18;1;0;0;1
"02";2020-07-19;0;0;0;0
"02";2020-07-20;1;0;1;4
"02";2020-07-21;0;0;1;0
"02";2020-07-22;2;0;0;1
"02";2020-07-23;0;0;0;1
"02";2020-07-24;1;0;0;1
"02";2020-07-25;0;0;0;1
"02";2020-07-26;1;0;0;0
"02";2020-07-27;0;0;0;1
"02";2020-07-28;0;0;0;2
"02";2020-07-29;2;2;0;3
"02";2020-07-30;0;0;1;6
"02";2020-07-31;3;0;0;2
"02";2020-08-01;0;0;0;0
"02";2020-08-02;1;1;0;0
"02";2020-08-03;0;0;1;1
"02";2020-08-04;0;0;0;0
"02";2020-08-05;2;0;0;0
"02";2020-08-06;2;0;0;3
"02";2020-08-07;0;0;0;1
"02";2020-08-08;2;3;0;0
"02";2020-08-09;0;0;0;0
"02";2020-08-10;2;1;0;0
"02";2020-08-11;4;1;1;0
"02";2020-08-12;1;0;0;0
"02";2020-08-13;3;0;1;0
"02";2020-08-14;1;0;1;1
"02";2020-08-15;6;1;1;0
"02";2020-08-16;0;0;0;0
"02";2020-08-17;1;0;0;0
"02";2020-08-18;1;0;1;6
"02";2020-08-19;1;1;0;3
"02";2020-08-20;1;1;1;1
"02";2020-08-21;1;0;0;6
"02";2020-08-22;1;0;0;1
"02";2020-08-23;0;0;0;0
"02";2020-08-24;0;0;0;1
"02";2020-08-25;2;0;0;4
"02";2020-08-26;1;0;0;0
"02";2020-08-27;0;0;0;3
"02";2020-08-28;3;0;2;2
"02";2020-08-29;1;0;0;0
"02";2020-08-30;1;0;0;1
"02";2020-08-31;0;0;0;2
"02";2020-09-01;1;0;0;1
"02";2020-09-02;0;0;0;0
"02";2020-09-03;1;0;0;3
"02";2020-09-04;0;0;0;1
"02";2020-09-05;1;0;0;0
"02";2020-09-06;2;0;0;0
"02";2020-09-07;0;0;0;0
"02";2020-09-08;2;1;0;0
"02";2020-09-09;3;0;0;1
"02";2020-09-10;0;0;0;1
"02";2020-09-11;0;0;0;3
"02";2020-09-12;0;0;0;0
"02";2020-09-13;0;0;0;0
"02";2020-09-14;3;0;0;2
"02";2020-09-15;2;1;0;0
"02";2020-09-16;0;0;0;1
"02";2020-09-17;3;0;0;2
"02";2020-09-18;0;0;1;0
"02";2020-09-19;4;1;0;2
"02";2020-09-20;1;0;0;0
"02";2020-09-21;6;1;0;0
"02";2020-09-22;1;0;0;1
"02";2020-09-23;5;1;0;6
"02";2020-09-24;1;0;0;3
"02";2020-09-25;0;0;0;2
"02";2020-09-26;3;2;1;5
"02";2020-09-27;3;0;0;0
"02";2020-09-28;8;2;0;0
"02";2020-09-29;4;0;0;4
"02";2020-09-30;3;1;0;3
"02";2020-10-01;3;1;0;6
"02";2020-10-02;4;0;0;2
"02";2020-10-03;3;0;0;4
"02";2020-10-04;0;0;0;0
"02";2020-10-05;3;0;0;2
"02";2020-10-06;0;0;0;4
"02";2020-10-07;5;0;0;0
"02";2020-10-08;1;0;0;2
"02";2020-10-09;2;1;0;1
"02";2020-10-10;8;1;1;9
"02";2020-10-11;4;0;0;0
"02";2020-10-12;2;1;0;1
"02";2020-10-13;9;1;4;5
"02";2020-10-14;9;1;0;2
"02";2020-10-15;9;2;1;4
"02";2020-10-16;11;4;0;4
"02";2020-10-17;0;0;0;5
"02";2020-10-18;16;2;0;1
"02";2020-10-19;6;0;1;2
"02";2020-10-20;8;1;0;3
"02";2020-10-21;7;1;1;7
"02";2020-10-22;24;2;1;2
"02";2020-10-23;16;0;1;8
"02";2020-10-24;16;0;3;10
"02";2020-10-25;8;2;3;5
"02";2020-10-26;23;4;2;6
"02";2020-10-27;11;2;0;12
"02";2020-10-28;21;4;4;7
"02";2020-10-29;12;2;2;14
"02";2020-10-30;21;3;5;11
"02";2020-10-31;6;0;1;3
"02";2020-11-01;11;1;0;0
"02";2020-11-02;22;6;0;8
"02";2020-11-03;16;4;2;6
"02";2020-11-04;35;2;5;23
"02";2020-11-05;24;3;5;12
"02";2020-11-06;27;2;3;11
"02";2020-11-07;13;0;1;14
"02";2020-11-08;14;4;1;4
"02";2020-11-09;24;3;2;10
"02";2020-11-10;18;3;4;16
"02";2020-11-11;19;1;1;10
"02";2020-11-12;21;3;1;14
"02";2020-11-13;33;7;5;14
"02";2020-11-14;5;0;0;9
"02";2020-11-15;2;1;0;0
"02";2020-11-16;20;3;2;29
"02";2020-11-17;31;3;3;27
"02";2020-11-18;12;0;1;18
"02";2020-11-19;19;2;7;23
"02";2020-11-20;16;0;3;16
"02";2020-11-21;2;0;0;4
"02";2020-11-22;5;2;4;0
"02";2020-11-23;13;1;6;16
"02";2020-11-24;28;0;7;31
"02";2020-11-25;13;1;1;12
"02";2020-11-26;11;0;3;9
"02";2020-11-27;13;5;2;13
"02";2020-11-28;9;1;1;11
"02";2020-11-29;7;0;1;0
"02";2020-11-30;20;0;3;4
"02";2020-12-01;16;6;3;20
"02";2020-12-02;14;1;5;12
"02";2020-12-03;15;1;1;15
"02";2020-12-04;25;1;4;14
"02";2020-12-05;7;0;0;3
"02";2020-12-06;3;0;0;2
"02";2020-12-07;18;3;4;9
"02";2020-12-08;19;4;5;9
"02";2020-12-09;13;2;4;15
"02";2020-12-10;10;2;6;18
"02";2020-12-11;31;2;8;20
"02";2020-12-12;26;2;2;9
"02";2020-12-13;6;0;0;0
"02";2020-12-14;22;4;8;5
"02";2020-12-15;26;3;1;3
"02";2020-12-16;34;1;3;10
"02";2020-12-17;15;2;4;11
"02";2020-12-18;13;4;1;7
"02";2020-12-19;7;0;2;11
"02";2020-12-20;9;0;0;0
"02";2020-12-21;18;2;9;11
"02";2020-12-22;62;3;7;19
"02";2020-12-23;14;1;6;15
"02";2020-12-24;27;2;14;28
"02";2020-12-25;4;0;1;13
"02";2020-12-26;5;0;2;0
"02";2020-12-27;15;0;9;4
"02";2020-12-28;8;2;2;0
"02";2020-12-29;26;2;8;25
"02";2020-12-30;6;1;1;8
"02";2020-12-31;16;4;5;15
"02";2021-01-01;11;1;1;3
"02";2021-01-02;0;0;1;0
"02";2021-01-03;5;1;3;4
"02";2021-01-04;15;3;5;12
"02";2021-01-05;41;1;10;14
"02";2021-01-06;3;1;4;21
"02";2021-01-07;15;1;7;19
"02";2021-01-08;17;0;3;20
"02";2021-01-09;8;1;1;11
"02";2021-01-10;7;0;4;1
"02";2021-01-11;32;5;7;11
"02";2021-01-12;25;4;6;27
"02";2021-01-13;25;4;4;13
"02";2021-01-14;21;2;4;14
"02";2021-01-15;26;3;5;34
"02";2021-01-16;11;1;2;12
"02";2021-01-17;0;0;0;0
"02";2021-01-18;24;0;9;8
"02";2021-01-19;30;4;12;18
