reg;clage_vacsi;jour;n_dose1;n_dose2;n_cum_dose1;n_cum_dose2
01;24;2020-12-27;0;0;0;0
01;24;2020-12-28;0;0;0;0
01;24;2020-12-29;0;0;0;0
01;24;2020-12-30;0;0;0;0
01;24;2020-12-31;0;0;0;0
01;24;2021-01-01;0;0;0;0
01;24;2021-01-02;0;0;0;0
01;24;2021-01-03;0;0;0;0
01;24;2021-01-04;0;0;0;0
01;24;2021-01-05;0;0;0;0
01;24;2021-01-06;0;0;0;0
01;24;2021-01-07;0;0;0;0
01;24;2021-01-08;0;0;0;0
01;24;2021-01-09;0;0;0;0
01;24;2021-01-10;0;0;0;0
01;24;2021-01-11;0;0;0;0
01;24;2021-01-12;0;0;0;0
01;24;2021-01-13;0;0;0;0
01;24;2021-01-14;0;0;0;0
01;24;2021-01-15;0;0;0;0
01;24;2021-01-16;0;0;0;0
01;24;2021-01-17;0;0;0;0
01;24;2021-01-18;0;0;0;0
01;24;2021-01-19;0;0;0;0
01;24;2021-01-20;1;0;1;0
01;24;2021-01-21;1;0;2;0
01;24;2021-01-22;0;0;2;0
01;24;2021-01-23;0;0;2;0
01;24;2021-01-24;0;0;2;0
01;24;2021-01-25;0;0;2;0
01;24;2021-01-26;0;0;2;0
01;24;2021-01-27;2;0;4;0
01;24;2021-01-28;0;0;4;0
01;24;2021-01-29;0;0;4;0
01;24;2021-01-30;1;0;5;0
01;24;2021-01-31;0;0;5;0
01;24;2021-02-01;0;0;5;0
01;24;2021-02-02;0;0;5;0
01;24;2021-02-03;0;0;5;0
01;24;2021-02-04;1;0;6;0
01;24;2021-02-05;0;0;6;0
01;24;2021-02-06;0;0;6;0
01;24;2021-02-07;0;0;6;0
01;24;2021-02-08;0;0;6;0
01;24;2021-02-09;0;0;6;0
01;24;2021-02-10;0;0;6;0
01;24;2021-02-11;2;1;8;1
01;24;2021-02-12;0;0;8;1
01;24;2021-02-13;0;0;8;1
01;24;2021-02-14;0;0;8;1
01;24;2021-02-15;0;0;8;1
01;24;2021-02-16;1;0;9;1
01;24;2021-02-17;0;0;9;1
01;24;2021-02-18;1;0;10;1
01;24;2021-02-19;1;0;11;1
01;24;2021-02-20;0;0;11;1
01;24;2021-02-21;0;0;11;1
01;24;2021-02-22;1;0;12;1
01;24;2021-02-23;0;0;12;1
01;24;2021-02-24;5;1;17;2
01;24;2021-02-25;2;0;19;2
01;24;2021-02-26;0;0;19;2
01;24;2021-02-27;0;0;19;2
01;24;2021-02-28;0;0;19;2
01;24;2021-03-01;2;0;21;2
01;24;2021-03-02;1;0;22;2
01;24;2021-03-03;0;0;22;2
01;24;2021-03-04;2;1;24;3
01;24;2021-03-05;1;1;25;4
01;24;2021-03-06;1;0;26;4
01;24;2021-03-07;0;0;26;4
01;24;2021-03-08;2;0;28;4
01;24;2021-03-09;0;1;28;5
01;24;2021-03-10;0;0;28;5
01;24;2021-03-11;0;0;28;5
01;24;2021-03-12;2;0;30;5
01;24;2021-03-13;0;0;30;5
01;24;2021-03-14;0;0;30;5
01;24;2021-03-15;3;0;33;5
01;24;2021-03-16;2;0;35;5
01;24;2021-03-17;5;2;40;7
01;24;2021-03-18;5;3;45;10
01;24;2021-03-19;2;1;47;11
01;24;2021-03-20;0;0;47;11
01;24;2021-03-21;0;0;47;11
01;24;2021-03-22;1;0;48;11
01;24;2021-03-23;3;0;51;11
01;24;2021-03-24;3;2;54;13
01;24;2021-03-25;1;1;55;14
01;24;2021-03-26;5;0;60;14
01;24;2021-03-27;1;0;61;14
01;24;2021-03-28;0;0;61;14
01;24;2021-03-29;2;1;63;15
01;24;2021-03-30;3;1;66;16
01;24;2021-03-31;5;0;71;16
01;24;2021-04-01;1;1;72;17
01;24;2021-04-02;0;0;72;17
01;24;2021-04-03;0;0;72;17
01;24;2021-04-04;0;0;72;17
01;24;2021-04-05;0;0;72;17
01;24;2021-04-06;11;0;83;17
01;24;2021-04-07;5;4;88;21
01;24;2021-04-08;3;1;91;22
01;24;2021-04-09;4;2;95;24
01;29;2020-12-27;0;0;0;0
01;29;2020-12-28;0;0;0;0
01;29;2020-12-29;0;0;0;0
01;29;2020-12-30;0;0;0;0
01;29;2020-12-31;0;0;0;0
01;29;2021-01-01;0;0;0;0
01;29;2021-01-02;0;0;0;0
01;29;2021-01-03;0;0;0;0
01;29;2021-01-04;0;0;0;0
01;29;2021-01-05;0;0;0;0
01;29;2021-01-06;0;0;0;0
01;29;2021-01-07;0;0;0;0
01;29;2021-01-08;0;0;0;0
01;29;2021-01-09;0;0;0;0
01;29;2021-01-10;0;0;0;0
01;29;2021-01-11;0;0;0;0
01;29;2021-01-12;0;0;0;0
01;29;2021-01-13;0;0;0;0
01;29;2021-01-14;0;0;0;0
01;29;2021-01-15;3;0;3;0
01;29;2021-01-16;0;0;3;0
01;29;2021-01-17;0;0;3;0
01;29;2021-01-18;0;0;3;0
01;29;2021-01-19;0;0;3;0
01;29;2021-01-20;2;0;5;0
01;29;2021-01-21;4;0;9;0
01;29;2021-01-22;2;0;11;0
01;29;2021-01-23;0;0;11;0
01;29;2021-01-24;0;0;11;0
01;29;2021-01-25;0;0;11;0
01;29;2021-01-26;0;0;11;0
01;29;2021-01-27;2;0;13;0
01;29;2021-01-28;2;0;15;0
01;29;2021-01-29;1;0;16;0
01;29;2021-01-30;0;0;16;0
01;29;2021-01-31;0;0;16;0
01;29;2021-02-01;3;0;19;0
01;29;2021-02-02;2;0;21;0
01;29;2021-02-03;0;0;21;0
01;29;2021-02-04;1;0;22;0
01;29;2021-02-05;0;0;22;0
01;29;2021-02-06;0;0;22;0
01;29;2021-02-07;0;0;22;0
01;29;2021-02-08;0;0;22;0
01;29;2021-02-09;1;0;23;0
01;29;2021-02-10;1;0;24;0
01;29;2021-02-11;4;2;28;2
01;29;2021-02-12;6;0;34;2
01;29;2021-02-13;0;0;34;2
01;29;2021-02-14;0;0;34;2
01;29;2021-02-15;0;0;34;2
01;29;2021-02-16;2;0;36;2
01;29;2021-02-17;0;0;36;2
01;29;2021-02-18;3;2;39;4
01;29;2021-02-19;5;1;44;5
01;29;2021-02-20;0;0;44;5
01;29;2021-02-21;0;0;44;5
01;29;2021-02-22;3;1;47;6
01;29;2021-02-23;2;0;49;6
01;29;2021-02-24;8;2;57;8
01;29;2021-02-25;8;0;65;8
01;29;2021-02-26;3;0;68;8
01;29;2021-02-27;0;0;68;8
01;29;2021-02-28;0;0;68;8
01;29;2021-03-01;0;0;68;8
01;29;2021-03-02;8;1;76;9
01;29;2021-03-03;5;1;81;10
01;29;2021-03-04;6;1;87;11
01;29;2021-03-05;14;2;101;13
01;29;2021-03-06;0;0;101;13
01;29;2021-03-07;0;0;101;13
01;29;2021-03-08;7;3;108;16
01;29;2021-03-09;8;2;116;18
01;29;2021-03-10;7;4;123;22
01;29;2021-03-11;0;1;123;23
01;29;2021-03-12;8;2;131;25
01;29;2021-03-13;0;0;131;25
01;29;2021-03-14;0;0;131;25
01;29;2021-03-15;5;1;136;26
01;29;2021-03-16;3;2;139;28
01;29;2021-03-17;5;4;144;32
01;29;2021-03-18;10;4;154;36
01;29;2021-03-19;9;2;163;38
01;29;2021-03-20;1;0;164;38
01;29;2021-03-21;0;0;164;38
01;29;2021-03-22;1;1;165;39
01;29;2021-03-23;8;4;173;43
01;29;2021-03-24;8;2;181;45
01;29;2021-03-25;10;6;191;51
01;29;2021-03-26;6;10;197;61
01;29;2021-03-27;3;0;200;61
01;29;2021-03-28;0;0;200;61
01;29;2021-03-29;5;1;205;62
01;29;2021-03-30;5;3;210;65
01;29;2021-03-31;7;8;217;73
01;29;2021-04-01;8;2;225;75
01;29;2021-04-02;0;0;225;75
01;29;2021-04-03;0;0;225;75
01;29;2021-04-04;0;0;225;75
01;29;2021-04-05;0;0;225;75
01;29;2021-04-06;12;6;237;81
01;29;2021-04-07;7;7;244;88
01;29;2021-04-08;7;7;251;95
01;29;2021-04-09;15;7;266;102
01;39;2020-12-27;0;0;0;0
01;39;2020-12-28;0;0;0;0
01;39;2020-12-29;0;0;0;0
01;39;2020-12-30;0;0;0;0
01;39;2020-12-31;0;0;0;0
01;39;2021-01-01;0;0;0;0
01;39;2021-01-02;0;0;0;0
01;39;2021-01-03;0;0;0;0
01;39;2021-01-04;0;0;0;0
01;39;2021-01-05;0;0;0;0
01;39;2021-01-06;0;0;0;0
01;39;2021-01-07;0;0;0;0
01;39;2021-01-08;0;0;0;0
01;39;2021-01-09;0;0;0;0
01;39;2021-01-10;0;0;0;0
01;39;2021-01-11;0;0;0;0
01;39;2021-01-12;1;0;1;0
01;39;2021-01-13;1;0;2;0
01;39;2021-01-14;4;0;6;0
01;39;2021-01-15;3;0;9;0
01;39;2021-01-16;0;0;9;0
01;39;2021-01-17;0;0;9;0
01;39;2021-01-18;4;0;13;0
01;39;2021-01-19;5;0;18;0
01;39;2021-01-20;2;0;20;0
01;39;2021-01-21;1;0;21;0
01;39;2021-01-22;8;0;29;0
01;39;2021-01-23;0;0;29;0
01;39;2021-01-24;0;0;29;0
01;39;2021-01-25;1;0;30;0
01;39;2021-01-26;1;0;31;0
01;39;2021-01-27;10;0;41;0
01;39;2021-01-28;2;0;43;0
01;39;2021-01-29;5;0;48;0
01;39;2021-01-30;1;0;49;0
01;39;2021-01-31;0;0;49;0
01;39;2021-02-01;5;0;54;0
01;39;2021-02-02;10;2;64;2
01;39;2021-02-03;4;1;68;3
01;39;2021-02-04;7;0;75;3
01;39;2021-02-05;11;0;86;3
01;39;2021-02-06;1;0;87;3
01;39;2021-02-07;0;0;87;3
01;39;2021-02-08;4;1;91;4
01;39;2021-02-09;2;1;93;5
01;39;2021-02-10;5;1;98;6
01;39;2021-02-11;11;4;109;10
01;39;2021-02-12;9;1;118;11
01;39;2021-02-13;0;0;118;11
01;39;2021-02-14;0;0;118;11
01;39;2021-02-15;5;0;123;11
01;39;2021-02-16;2;0;125;11
01;39;2021-02-17;0;0;125;11
01;39;2021-02-18;4;3;129;14
01;39;2021-02-19;5;2;134;16
01;39;2021-02-20;0;0;134;16
01;39;2021-02-21;0;0;134;16
01;39;2021-02-22;6;0;140;16
01;39;2021-02-23;6;2;146;18
01;39;2021-02-24;16;8;162;26
01;39;2021-02-25;14;1;176;27
01;39;2021-02-26;6;3;182;30
01;39;2021-02-27;0;0;182;30
01;39;2021-02-28;0;0;182;30
01;39;2021-03-01;1;2;183;32
01;39;2021-03-02;11;7;194;39
01;39;2021-03-03;4;7;198;46
01;39;2021-03-04;10;8;208;54
01;39;2021-03-05;18;5;226;59
01;39;2021-03-06;4;0;230;59
01;39;2021-03-07;0;0;230;59
01;39;2021-03-08;12;8;242;67
01;39;2021-03-09;15;7;257;74
01;39;2021-03-10;16;3;273;77
01;39;2021-03-11;2;2;275;79
01;39;2021-03-12;26;5;301;84
01;39;2021-03-13;3;0;304;84
01;39;2021-03-14;0;0;304;84
01;39;2021-03-15;7;3;311;87
01;39;2021-03-16;13;3;324;90
01;39;2021-03-17;12;7;336;97
01;39;2021-03-18;19;8;355;105
01;39;2021-03-19;22;6;377;111
01;39;2021-03-20;0;0;377;111
01;39;2021-03-21;0;0;377;111
01;39;2021-03-22;2;0;379;111
01;39;2021-03-23;17;6;396;117
01;39;2021-03-24;21;6;417;123
01;39;2021-03-25;28;4;445;127
01;39;2021-03-26;29;6;474;133
01;39;2021-03-27;16;0;490;133
01;39;2021-03-28;0;0;490;133
01;39;2021-03-29;8;4;498;137
01;39;2021-03-30;14;10;512;147
01;39;2021-03-31;21;17;533;164
01;39;2021-04-01;35;12;568;176
01;39;2021-04-02;0;1;568;177
01;39;2021-04-03;1;0;569;177
01;39;2021-04-04;0;0;569;177
01;39;2021-04-05;0;0;569;177
01;39;2021-04-06;16;6;585;183
01;39;2021-04-07;27;10;612;193
01;39;2021-04-08;18;12;630;205
01;39;2021-04-09;29;17;659;222
01;49;2020-12-27;0;0;0;0
01;49;2020-12-28;0;0;0;0
01;49;2020-12-29;0;0;0;0
01;49;2020-12-30;0;0;0;0
01;49;2020-12-31;0;0;0;0
01;49;2021-01-01;0;0;0;0
01;49;2021-01-02;0;0;0;0
01;49;2021-01-03;0;0;0;0
01;49;2021-01-04;0;0;0;0
01;49;2021-01-05;0;0;0;0
01;49;2021-01-06;0;0;0;0
01;49;2021-01-07;0;0;0;0
01;49;2021-01-08;1;0;1;0
01;49;2021-01-09;0;0;1;0
01;49;2021-01-10;0;0;1;0
01;49;2021-01-11;0;0;1;0
01;49;2021-01-12;0;0;1;0
01;49;2021-01-13;2;0;3;0
01;49;2021-01-14;8;0;11;0
01;49;2021-01-15;6;0;17;0
01;49;2021-01-16;0;0;17;0
01;49;2021-01-17;0;0;17;0
01;49;2021-01-18;0;0;17;0
01;49;2021-01-19;1;0;18;0
01;49;2021-01-20;3;0;21;0
01;49;2021-01-21;12;0;33;0
01;49;2021-01-22;5;0;38;0
01;49;2021-01-23;0;0;38;0
01;49;2021-01-24;0;0;38;0
01;49;2021-01-25;3;0;41;0
01;49;2021-01-26;8;0;49;0
01;49;2021-01-27;10;0;59;0
01;49;2021-01-28;2;0;61;0
01;49;2021-01-29;8;1;69;1
01;49;2021-01-30;0;0;69;1
01;49;2021-01-31;0;0;69;1
01;49;2021-02-01;7;0;76;1
01;49;2021-02-02;7;0;83;1
01;49;2021-02-03;8;1;91;2
01;49;2021-02-04;11;1;102;3
01;49;2021-02-05;10;0;112;3
01;49;2021-02-06;0;0;112;3
01;49;2021-02-07;0;0;112;3
01;49;2021-02-08;5;0;117;3
01;49;2021-02-09;8;0;125;3
01;49;2021-02-10;13;0;138;3
01;49;2021-02-11;13;5;151;8
01;49;2021-02-12;14;2;165;10
01;49;2021-02-13;0;0;165;10
01;49;2021-02-14;0;0;165;10
01;49;2021-02-15;7;3;172;13
01;49;2021-02-16;0;0;172;13
01;49;2021-02-17;0;0;172;13
01;49;2021-02-18;20;7;192;20
01;49;2021-02-19;10;7;202;27
01;49;2021-02-20;0;0;202;27
01;49;2021-02-21;0;0;202;27
01;49;2021-02-22;8;3;210;30
01;49;2021-02-23;12;2;222;32
01;49;2021-02-24;22;5;244;37
01;49;2021-02-25;16;5;260;42
01;49;2021-02-26;16;8;276;50
01;49;2021-02-27;0;0;276;50
01;49;2021-02-28;0;0;276;50
01;49;2021-03-01;8;5;284;55
01;49;2021-03-02;10;5;294;60
01;49;2021-03-03;11;6;305;66
01;49;2021-03-04;15;13;320;79
01;49;2021-03-05;23;11;343;90
01;49;2021-03-06;7;0;350;90
01;49;2021-03-07;0;0;350;90
01;49;2021-03-08;22;10;372;100
01;49;2021-03-09;20;6;392;106
01;49;2021-03-10;29;9;421;115
01;49;2021-03-11;4;1;425;116
01;49;2021-03-12;28;7;453;123
01;49;2021-03-13;2;3;455;126
01;49;2021-03-14;1;0;456;126
01;49;2021-03-15;9;3;465;129
01;49;2021-03-16;29;7;494;136
01;49;2021-03-17;27;13;521;149
01;49;2021-03-18;27;16;548;165
01;49;2021-03-19;48;9;596;174
01;49;2021-03-20;1;0;597;174
01;49;2021-03-21;0;0;597;174
01;49;2021-03-22;9;5;606;179
01;49;2021-03-23;28;7;634;186
01;49;2021-03-24;33;6;667;192
01;49;2021-03-25;64;11;731;203
01;49;2021-03-26;57;13;788;216
01;49;2021-03-27;47;0;835;216
01;49;2021-03-28;0;0;835;216
01;49;2021-03-29;23;11;858;227
01;49;2021-03-30;38;21;896;248
01;49;2021-03-31;42;21;938;269
01;49;2021-04-01;61;10;999;279
01;49;2021-04-02;4;1;1003;280
01;49;2021-04-03;7;0;1010;280
01;49;2021-04-04;2;1;1012;281
01;49;2021-04-05;0;0;1012;281
01;49;2021-04-06;27;17;1039;298
01;49;2021-04-07;36;10;1075;308
01;49;2021-04-08;32;13;1107;321
01;49;2021-04-09;39;26;1146;347
01;59;2020-12-27;0;0;0;0
01;59;2020-12-28;0;0;0;0
01;59;2020-12-29;0;0;0;0
01;59;2020-12-30;0;0;0;0
01;59;2020-12-31;0;0;0;0
01;59;2021-01-01;0;0;0;0
01;59;2021-01-02;0;0;0;0
01;59;2021-01-03;0;0;0;0
01;59;2021-01-04;0;0;0;0
01;59;2021-01-05;0;0;0;0
01;59;2021-01-06;0;0;0;0
01;59;2021-01-07;0;0;0;0
01;59;2021-01-08;0;0;0;0
01;59;2021-01-09;1;0;1;0
01;59;2021-01-10;0;0;1;0
01;59;2021-01-11;0;0;1;0
01;59;2021-01-12;8;0;9;0
01;59;2021-01-13;2;0;11;0
01;59;2021-01-14;21;0;32;0
01;59;2021-01-15;18;0;50;0
01;59;2021-01-16;0;0;50;0
01;59;2021-01-17;0;0;50;0
01;59;2021-01-18;21;0;71;0
01;59;2021-01-19;27;0;98;0
01;59;2021-01-20;21;0;119;0
01;59;2021-01-21;26;0;145;0
01;59;2021-01-22;18;0;163;0
01;59;2021-01-23;0;0;163;0
01;59;2021-01-24;0;0;163;0
01;59;2021-01-25;11;0;174;0
01;59;2021-01-26;19;0;193;0
01;59;2021-01-27;21;0;214;0
01;59;2021-01-28;16;0;230;0
01;59;2021-01-29;22;0;252;0
01;59;2021-01-30;0;0;252;0
01;59;2021-01-31;0;0;252;0
01;59;2021-02-01;20;2;272;2
01;59;2021-02-02;21;8;293;10
01;59;2021-02-03;20;1;313;11
01;59;2021-02-04;18;8;331;19
01;59;2021-02-05;16;13;347;32
01;59;2021-02-06;0;0;347;32
01;59;2021-02-07;0;0;347;32
01;59;2021-02-08;13;8;360;40
01;59;2021-02-09;28;20;388;60
01;59;2021-02-10;30;16;418;76
01;59;2021-02-11;35;44;453;120
01;59;2021-02-12;32;11;485;131
01;59;2021-02-13;0;0;485;131
01;59;2021-02-14;1;0;486;131
01;59;2021-02-15;12;1;498;132
01;59;2021-02-16;2;0;500;132
01;59;2021-02-17;0;0;500;132
01;59;2021-02-18;38;6;538;138
01;59;2021-02-19;40;14;578;152
01;59;2021-02-20;0;0;578;152
01;59;2021-02-21;0;0;578;152
01;59;2021-02-22;21;7;599;159
01;59;2021-02-23;29;21;628;180
01;59;2021-02-24;35;11;663;191
01;59;2021-02-25;45;12;708;203
01;59;2021-02-26;30;16;738;219
01;59;2021-02-27;0;0;738;219
01;59;2021-02-28;0;0;738;219
01;59;2021-03-01;8;14;746;233
01;59;2021-03-02;23;26;769;259
01;59;2021-03-03;15;23;784;282
01;59;2021-03-04;18;21;802;303
01;59;2021-03-05;50;17;852;320
01;59;2021-03-06;14;0;866;320
01;59;2021-03-07;0;0;866;320
01;59;2021-03-08;30;14;896;334
01;59;2021-03-09;40;21;936;355
01;59;2021-03-10;51;24;987;379
01;59;2021-03-11;28;5;1015;384
01;59;2021-03-12;45;30;1060;414
01;59;2021-03-13;12;2;1072;416
01;59;2021-03-14;0;0;1072;416
01;59;2021-03-15;31;1;1103;417
01;59;2021-03-16;42;16;1145;433
01;59;2021-03-17;40;20;1185;453
01;59;2021-03-18;64;45;1249;498
01;59;2021-03-19;73;19;1322;517
01;59;2021-03-20;0;0;1322;517
01;59;2021-03-21;0;0;1322;517
01;59;2021-03-22;21;16;1343;533
01;59;2021-03-23;51;26;1394;559
01;59;2021-03-24;58;15;1452;574
01;59;2021-03-25;120;24;1572;598
01;59;2021-03-26;113;27;1685;625
01;59;2021-03-27;67;0;1752;625
01;59;2021-03-28;3;0;1755;625
01;59;2021-03-29;55;17;1810;642
01;59;2021-03-30;79;18;1889;660
01;59;2021-03-31;70;30;1959;690
01;59;2021-04-01;91;29;2050;719
01;59;2021-04-02;11;3;2061;722
01;59;2021-04-03;8;0;2069;722
01;59;2021-04-04;1;0;2070;722
01;59;2021-04-05;0;0;2070;722
01;59;2021-04-06;62;32;2132;754
01;59;2021-04-07;86;24;2218;778
01;59;2021-04-08;55;23;2273;801
01;59;2021-04-09;59;46;2332;847
01;64;2020-12-27;0;0;0;0
01;64;2020-12-28;0;0;0;0
01;64;2020-12-29;0;0;0;0
01;64;2020-12-30;0;0;0;0
01;64;2020-12-31;0;0;0;0
01;64;2021-01-01;0;0;0;0
01;64;2021-01-02;0;0;0;0
01;64;2021-01-03;0;0;0;0
01;64;2021-01-04;0;0;0;0
01;64;2021-01-05;0;0;0;0
01;64;2021-01-06;0;0;0;0
01;64;2021-01-07;0;0;0;0
01;64;2021-01-08;0;0;0;0
01;64;2021-01-09;1;0;1;0
01;64;2021-01-10;0;0;1;0
01;64;2021-01-11;0;0;1;0
01;64;2021-01-12;9;0;10;0
01;64;2021-01-13;5;0;15;0
01;64;2021-01-14;21;0;36;0
01;64;2021-01-15;10;0;46;0
01;64;2021-01-16;0;0;46;0
01;64;2021-01-17;0;0;46;0
01;64;2021-01-18;7;0;53;0
01;64;2021-01-19;12;0;65;0
01;64;2021-01-20;9;0;74;0
01;64;2021-01-21;13;0;87;0
01;64;2021-01-22;12;0;99;0
01;64;2021-01-23;0;0;99;0
01;64;2021-01-24;0;0;99;0
01;64;2021-01-25;5;0;104;0
01;64;2021-01-26;10;1;114;1
01;64;2021-01-27;16;0;130;1
01;64;2021-01-28;9;0;139;1
01;64;2021-01-29;20;0;159;1
01;64;2021-01-30;0;0;159;1
01;64;2021-01-31;0;0;159;1
01;64;2021-02-01;2;3;161;4
01;64;2021-02-02;15;10;176;14
01;64;2021-02-03;15;3;191;17
01;64;2021-02-04;12;7;203;24
01;64;2021-02-05;16;5;219;29
01;64;2021-02-06;0;0;219;29
01;64;2021-02-07;0;0;219;29
01;64;2021-02-08;9;2;228;31
01;64;2021-02-09;28;6;256;37
01;64;2021-02-10;14;9;270;46
01;64;2021-02-11;16;13;286;59
01;64;2021-02-12;34;2;320;61
01;64;2021-02-13;0;0;320;61
01;64;2021-02-14;2;0;322;61
01;64;2021-02-15;11;1;333;62
01;64;2021-02-16;0;1;333;63
01;64;2021-02-17;0;0;333;63
01;64;2021-02-18;16;8;349;71
01;64;2021-02-19;35;9;384;80
01;64;2021-02-20;0;0;384;80
01;64;2021-02-21;0;0;384;80
01;64;2021-02-22;10;5;394;85
01;64;2021-02-23;15;3;409;88
01;64;2021-02-24;24;11;433;99
01;64;2021-02-25;29;6;462;105
01;64;2021-02-26;18;8;480;113
01;64;2021-02-27;0;0;480;113
01;64;2021-02-28;0;0;480;113
01;64;2021-03-01;6;3;486;116
01;64;2021-03-02;17;18;503;134
01;64;2021-03-03;15;11;518;145
01;64;2021-03-04;28;7;546;152
01;64;2021-03-05;24;15;570;167
01;64;2021-03-06;13;0;583;167
01;64;2021-03-07;0;0;583;167
01;64;2021-03-08;7;18;590;185
01;64;2021-03-09;21;16;611;201
01;64;2021-03-10;42;17;653;218
01;64;2021-03-11;22;5;675;223
01;64;2021-03-12;31;27;706;250
01;64;2021-03-13;0;1;706;251
01;64;2021-03-14;1;0;707;251
01;64;2021-03-15;19;3;726;254
01;64;2021-03-16;27;6;753;260
01;64;2021-03-17;15;16;768;276
01;64;2021-03-18;45;15;813;291
01;64;2021-03-19;50;15;863;306
01;64;2021-03-20;0;0;863;306
01;64;2021-03-21;0;0;863;306
01;64;2021-03-22;5;8;868;314
01;64;2021-03-23;46;14;914;328
01;64;2021-03-24;36;16;950;344
01;64;2021-03-25;89;25;1039;369
01;64;2021-03-26;65;16;1104;385
01;64;2021-03-27;25;1;1129;386
01;64;2021-03-28;1;0;1130;386
01;64;2021-03-29;20;10;1150;396
01;64;2021-03-30;79;16;1229;412
01;64;2021-03-31;46;16;1275;428
01;64;2021-04-01;50;23;1325;451
01;64;2021-04-02;8;2;1333;453
01;64;2021-04-03;5;0;1338;453
01;64;2021-04-04;0;0;1338;453
01;64;2021-04-05;0;0;1338;453
01;64;2021-04-06;23;21;1361;474
01;64;2021-04-07;52;10;1413;484
01;64;2021-04-08;40;27;1453;511
01;64;2021-04-09;40;23;1493;534
01;69;2020-12-27;0;0;0;0
01;69;2020-12-28;0;0;0;0
01;69;2020-12-29;0;0;0;0
01;69;2020-12-30;0;0;0;0
01;69;2020-12-31;0;0;0;0
01;69;2021-01-01;0;0;0;0
01;69;2021-01-02;0;0;0;0
01;69;2021-01-03;0;0;0;0
01;69;2021-01-04;0;0;0;0
01;69;2021-01-05;0;0;0;0
01;69;2021-01-06;0;0;0;0
01;69;2021-01-07;0;0;0;0
01;69;2021-01-08;0;0;0;0
01;69;2021-01-09;0;0;0;0
01;69;2021-01-10;0;0;0;0
01;69;2021-01-11;0;0;0;0
01;69;2021-01-12;2;0;2;0
01;69;2021-01-13;1;0;3;0
01;69;2021-01-14;9;0;12;0
01;69;2021-01-15;4;0;16;0
01;69;2021-01-16;0;0;16;0
01;69;2021-01-17;0;0;16;0
01;69;2021-01-18;7;0;23;0
01;69;2021-01-19;9;0;32;0
01;69;2021-01-20;7;0;39;0
01;69;2021-01-21;12;0;51;0
01;69;2021-01-22;11;0;62;0
01;69;2021-01-23;0;0;62;0
01;69;2021-01-24;0;0;62;0
01;69;2021-01-25;10;0;72;0
01;69;2021-01-26;12;0;84;0
01;69;2021-01-27;34;0;118;0
01;69;2021-01-28;15;1;133;1
01;69;2021-01-29;13;1;146;2
01;69;2021-01-30;0;0;146;2
01;69;2021-01-31;0;0;146;2
01;69;2021-02-01;12;0;158;2
01;69;2021-02-02;19;2;177;4
01;69;2021-02-03;21;1;198;5
01;69;2021-02-04;20;2;218;7
01;69;2021-02-05;17;3;235;10
01;69;2021-02-06;0;0;235;10
01;69;2021-02-07;0;0;235;10
01;69;2021-02-08;21;2;256;12
01;69;2021-02-09;30;3;286;15
01;69;2021-02-10;20;4;306;19
01;69;2021-02-11;30;8;336;27
01;69;2021-02-12;37;4;373;31
01;69;2021-02-13;0;2;373;33
01;69;2021-02-14;3;4;376;37
01;69;2021-02-15;14;3;390;40
01;69;2021-02-16;3;0;393;40
01;69;2021-02-17;0;0;393;40
01;69;2021-02-18;23;5;416;45
01;69;2021-02-19;36;6;452;51
01;69;2021-02-20;0;0;452;51
01;69;2021-02-21;0;0;452;51
01;69;2021-02-22;13;2;465;53
01;69;2021-02-23;19;10;484;63
01;69;2021-02-24;33;13;517;76
01;69;2021-02-25;32;12;549;88
01;69;2021-02-26;13;14;562;102
01;69;2021-02-27;0;0;562;102
01;69;2021-02-28;0;0;562;102
01;69;2021-03-01;7;14;569;116
01;69;2021-03-02;34;29;603;145
01;69;2021-03-03;10;17;613;162
01;69;2021-03-04;31;12;644;174
01;69;2021-03-05;37;19;681;193
01;69;2021-03-06;13;0;694;193
01;69;2021-03-07;0;0;694;193
01;69;2021-03-08;21;12;715;205
01;69;2021-03-09;39;33;754;238
01;69;2021-03-10;25;26;779;264
01;69;2021-03-11;15;8;794;272
01;69;2021-03-12;14;35;808;307
01;69;2021-03-13;5;2;813;309
01;69;2021-03-14;0;0;813;309
01;69;2021-03-15;15;4;828;313
01;69;2021-03-16;38;13;866;326
01;69;2021-03-17;24;20;890;346
01;69;2021-03-18;41;16;931;362
01;69;2021-03-19;41;12;972;374
01;69;2021-03-20;1;0;973;374
01;69;2021-03-21;0;0;973;374
01;69;2021-03-22;20;9;993;383
01;69;2021-03-23;46;16;1039;399
01;69;2021-03-24;35;17;1074;416
01;69;2021-03-25;65;21;1139;437
01;69;2021-03-26;56;20;1195;457
01;69;2021-03-27;30;0;1225;457
01;69;2021-03-28;0;0;1225;457
01;69;2021-03-29;24;10;1249;467
01;69;2021-03-30;76;28;1325;495
01;69;2021-03-31;43;13;1368;508
01;69;2021-04-01;62;27;1430;535
01;69;2021-04-02;4;6;1434;541
01;69;2021-04-03;6;0;1440;541
01;69;2021-04-04;0;0;1440;541
01;69;2021-04-05;0;0;1440;541
01;69;2021-04-06;30;29;1470;570
01;69;2021-04-07;57;11;1527;581
01;69;2021-04-08;40;22;1567;603
01;69;2021-04-09;38;21;1605;624
01;74;2020-12-27;0;0;0;0
01;74;2020-12-28;0;0;0;0
