dep;semaine;nb_crib;nb_pos;tx_crib;nb_A0;nb_A1;tx_A1;nb_B0;nb_B1;tx_B1;nb_C0;nb_C1;tx_C1
01;2021-05-31-2021-06-06;53.00;434.00;12.21;38.00;3.00;7.32;22.00;0.00;0.00;30.00;0.00;0.00
01;2021-06-01-2021-06-07;55.00;377.00;14.59;40.00;2.00;4.76;20.00;0.00;0.00;29.00;0.00;0.00
01;2021-06-02-2021-06-08;58.00;343.00;16.91;46.00;1.00;2.13;23.00;0.00;0.00;33.00;0.00;0.00
01;2021-06-03-2021-06-09;58.00;309.00;18.77;45.00;1.00;2.17;23.00;0.00;0.00;33.00;0.00;0.00
01;2021-06-04-2021-06-10;59.00;264.00;22.35;45.00;1.00;2.17;21.00;0.00;0.00;28.00;0.00;0.00
01;2021-06-05-2021-06-11;63.00;253.00;24.90;52.00;1.00;1.89;21.00;0.00;0.00;26.00;1.00;3.70
01;2021-06-06-2021-06-12;62.00;254.00;24.41;51.00;1.00;1.92;20.00;0.00;0.00;25.00;1.00;3.85
01;2021-06-07-2021-06-13;61.00;254.00;24.02;50.00;1.00;1.96;20.00;0.00;0.00;24.00;1.00;4.00
01;2021-06-08-2021-06-14;80.00;218.00;36.70;65.00;3.00;4.41;40.00;0.00;0.00;40.00;5.00;11.11
01;2021-06-09-2021-06-15;87.00;190.00;45.79;69.00;2.00;2.82;47.00;0.00;0.00;44.00;6.00;12.00
01;2021-06-10-2021-06-16;95.00;184.00;51.63;71.00;4.00;5.33;56.00;0.00;0.00;53.00;6.00;10.17
01;2021-06-11-2021-06-17;95.00;177.00;53.67;72.00;5.00;6.49;63.00;0.00;0.00;59.00;6.00;9.23
01;2021-06-12-2021-06-18;93.00;147.00;63.27;68.00;5.00;6.85;66.00;0.00;0.00;63.00;5.00;7.35
01;2021-06-13-2021-06-19;94.00;136.00;69.12;69.00;5.00;6.76;70.00;0.00;0.00;66.00;5.00;7.04
01;2021-06-14-2021-06-20;96.00;135.00;71.11;71.00;5.00;6.58;72.00;0.00;0.00;67.00;6.00;8.22
01;2021-06-15-2021-06-21;78.00;121.00;64.46;56.00;5.00;8.20;61.00;0.00;0.00;57.00;4.00;6.56
01;2021-06-16-2021-06-22;78.00;119.00;65.55;55.00;5.00;8.33;60.00;0.00;0.00;52.00;8.00;13.33
01;2021-06-17-2021-06-23;76.00;112.00;67.86;56.00;3.00;5.08;59.00;0.00;0.00;48.00;11.00;18.64
01;2021-06-18-2021-06-24;75.00;111.00;67.57;55.00;3.00;5.17;58.00;0.00;0.00;46.00;13.00;22.03
01;2021-06-19-2021-06-25;73.00;113.00;64.60;55.00;3.00;5.17;58.00;0.00;0.00;44.00;15.00;25.42
01;2021-06-20-2021-06-26;76.00;109.00;69.72;56.00;3.00;5.08;59.00;0.00;0.00;44.00;16.00;26.67
01;2021-06-21-2021-06-27;79.00;114.00;69.30;59.00;3.00;4.84;62.00;0.00;0.00;44.00;19.00;30.16
01;2021-06-22-2021-06-28;74.00;102.00;72.55;54.00;2.00;3.57;56.00;0.00;0.00;40.00;17.00;29.82
01;2021-06-23-2021-06-29;70.00;97.00;72.16;54.00;2.00;3.57;56.00;0.00;0.00;39.00;18.00;31.58
01;2021-06-24-2021-06-30;71.00;96.00;73.96;57.00;3.00;5.00;60.00;0.00;0.00;40.00;21.00;34.43
01;2021-06-25-2021-07-01;75.00;98.00;76.53;60.00;4.00;6.25;64.00;0.00;0.00;39.00;25.00;39.06
01;2021-06-26-2021-07-02;76.00;96.00;79.17;59.00;5.00;7.81;64.00;0.00;0.00;39.00;25.00;39.06
01;2021-06-27-2021-07-03;73.00;98.00;74.49;56.00;5.00;8.20;61.00;0.00;0.00;36.00;25.00;40.98
01;2021-06-28-2021-07-04;71.00;93.00;76.34;54.00;5.00;8.47;59.00;0.00;0.00;36.00;23.00;38.98
01;2021-06-29-2021-07-05;79.00;119.00;66.39;61.00;7.00;10.29;68.00;0.00;0.00;33.00;35.00;51.47
01;2021-06-30-2021-07-06;93.00;136.00;68.38;70.00;8.00;10.26;78.00;0.00;0.00;42.00;37.00;46.84
01;2021-07-01-2021-07-07;99.00;142.00;69.72;73.00;10.00;12.05;83.00;0.00;0.00;39.00;45.00;53.57
01;2021-07-02-2021-07-08;102.00;148.00;68.92;78.00;9.00;10.34;87.00;0.00;0.00;37.00;51.00;57.95
01;2021-07-03-2021-07-09;111.00;162.00;68.52;87.00;8.00;8.42;95.00;0.00;0.00;38.00;58.00;60.42
01;2021-07-04-2021-07-10;113.00;173.00;65.32;89.00;9.00;9.18;98.00;0.00;0.00;38.00;61.00;61.62
01;2021-07-05-2021-07-11;111.00;174.00;63.79;87.00;9.00;9.38;96.00;0.00;0.00;37.00;60.00;61.86
01;2021-07-06-2021-07-12;144.00;198.00;72.73;119.00;6.00;4.80;125.00;0.00;0.00;34.00;94.00;73.44
01;2021-07-07-2021-07-13;164.00;230.00;71.30;141.00;6.00;4.08;147.00;0.00;0.00;29.00;120.00;80.54
01;2021-07-08-2021-07-14;145.00;208.00;69.71;127.00;3.00;2.31;130.00;0.00;0.00;23.00;110.00;82.71
01;2021-07-09-2021-07-15;190.00;276.00;68.84;172.00;2.00;1.15;174.00;0.00;0.00;23.00;153.00;86.93
01;2021-07-10-2021-07-16;233.00;336.00;69.35;211.00;2.00;0.94;212.00;1.00;0.47;22.00;193.00;89.77
01;2021-07-11-2021-07-17;262.00;392.00;66.84;239.00;1.00;0.42;239.00;1.00;0.42;21.00;223.00;91.39
01;2021-07-12-2021-07-18;264.00;397.00;66.50;241.00;1.00;0.41;241.00;1.00;0.41;22.00;224.00;91.06
01;2021-07-13-2021-07-19;376.00;529.00;71.08;351.00;1.00;0.28;351.00;1.00;0.28;25.00;330.00;92.96
01;2021-07-14-2021-07-20;460.00;644.00;71.43;423.00;0.00;0.00;422.00;1.00;0.24;19.00;408.00;95.55
01;2021-07-15-2021-07-21;582.00;827.00;70.37;538.00;0.00;0.00;536.00;2.00;0.37;20.00;521.00;96.30
01;2021-07-16-2021-07-22;669.00;911.00;73.44;610.00;0.00;0.00;608.00;2.00;0.33;21.00;593.00;96.58
01;2021-07-17-2021-07-23;739.00;996.00;74.20;674.00;0.00;0.00;672.00;2.00;0.30;19.00;659.00;97.20
01;2021-07-18-2021-07-24;768.00;1027.00;74.78;703.00;0.00;0.00;701.00;2.00;0.28;21.00;684.00;97.02
01;2021-07-19-2021-07-25;769.00;1035.00;74.30;703.00;1.00;0.14;702.00;2.00;0.28;21.00;685.00;97.03
01;2021-07-20-2021-07-26;808.00;1105.00;73.12;741.00;1.00;0.13;740.00;2.00;0.27;22.00;721.00;97.04
01;2021-07-21-2021-07-27;834.00;1139.00;73.22;770.00;1.00;0.13;768.00;3.00;0.39;19.00;752.00;97.54
01;2021-07-22-2021-07-28;868.00;1173.00;74.00;798.00;2.00;0.25;798.00;2.00;0.25;20.00;781.00;97.50
01;2021-07-23-2021-07-29;856.00;1199.00;71.39;789.00;2.00;0.25;789.00;2.00;0.25;19.00;773.00;97.60
01;2021-07-24-2021-07-30;862.00;1227.00;70.25;794.00;2.00;0.25;795.00;1.00;0.13;19.00;781.00;97.62
01;2021-07-25-2021-07-31;870.00;1228.00;70.85;799.00;2.00;0.25;800.00;1.00;0.12;16.00;788.00;98.01
01;2021-07-26-2021-08-01;869.00;1227.00;70.82;799.00;1.00;0.12;799.00;1.00;0.12;15.00;788.00;98.13
01;2021-07-27-2021-08-02;881.00;1244.00;70.82;807.00;2.00;0.25;808.00;1.00;0.12;18.00;797.00;97.79
01;2021-07-28-2021-08-03;879.00;1256.00;69.98;811.00;2.00;0.25;813.00;0.00;0.00;30.00;787.00;96.33
01;2021-07-29-2021-08-04;876.00;1256.00;69.75;805.00;1.00;0.12;806.00;0.00;0.00;34.00;777.00;95.81
01;2021-07-30-2021-08-05;908.00;1305.00;69.58;840.00;1.00;0.12;841.00;0.00;0.00;37.00;812.00;95.64
01;2021-07-31-2021-08-06;916.00;1334.00;68.67;852.00;2.00;0.23;854.00;0.00;0.00;39.00;821.00;95.47
01;2021-08-01-2021-08-07;917.00;1342.00;68.33;857.00;2.00;0.23;859.00;0.00;0.00;42.00;824.00;95.15
01;2021-08-02-2021-08-08;916.00;1349.00;67.90;855.00;2.00;0.23;857.00;0.00;0.00;42.00;822.00;95.14
03;2021-05-31-2021-06-06;7.00;273.00;2.56;6.00;0.00;0.00;0.00;0.00;0.00;7.00;0.00;0.00
03;2021-06-01-2021-06-07;24.00;249.00;9.64;20.00;2.00;9.09;18.00;0.00;0.00;23.00;0.00;0.00
03;2021-06-02-2021-06-08;34.00;224.00;15.18;29.00;3.00;9.38;29.00;0.00;0.00;33.00;0.00;0.00
03;2021-06-03-2021-06-09;39.00;215.00;18.14;34.00;3.00;8.11;33.00;0.00;0.00;37.00;1.00;2.63
03;2021-06-04-2021-06-10;46.00;206.00;22.33;41.00;3.00;6.82;40.00;0.00;0.00;44.00;1.00;2.22
03;2021-06-05-2021-06-11;46.00;171.00;26.90;42.00;3.00;6.67;41.00;0.00;0.00;44.00;1.00;2.22
03;2021-06-06-2021-06-12;49.00;162.00;30.25;45.00;3.00;6.25;44.00;0.00;0.00;47.00;1.00;2.08
03;2021-06-07-2021-06-13;50.00;161.00;31.06;46.00;3.00;6.12;45.00;0.00;0.00;48.00;1.00;2.04
03;2021-06-08-2021-06-14;45.00;139.00;32.37;42.00;2.00;4.55;40.00;0.00;0.00;43.00;1.00;2.27
03;2021-06-09-2021-06-15;48.00;136.00;35.29;45.00;1.00;2.17;43.00;0.00;0.00;45.00;1.00;2.17
03;2021-06-10-2021-06-16;50.00;117.00;42.74;46.00;1.00;2.13;44.00;0.00;0.00;47.00;0.00;0.00
03;2021-06-11-2021-06-17;50.00;107.00;46.73;45.00;1.00;2.17;43.00;0.00;0.00;46.00;0.00;0.00
03;2021-06-12-2021-06-18;53.00;98.00;54.08;48.00;1.00;2.04;46.00;0.00;0.00;49.00;0.00;0.00
03;2021-06-13-2021-06-19;50.00;90.00;55.56;45.00;1.00;2.17;43.00;0.00;0.00;46.00;0.00;0.00
03;2021-06-14-2021-06-20;49.00;88.00;55.68;44.00;1.00;2.22;42.00;0.00;0.00;45.00;0.00;0.00
03;2021-06-15-2021-06-21;41.00;77.00;53.25;38.00;0.00;0.00;35.00;0.00;0.00;38.00;0.00;0.00
03;2021-06-16-2021-06-22;28.00;62.00;45.16;25.00;1.00;3.85;24.00;0.00;0.00;26.00;0.00;0.00
03;2021-06-17-2021-06-23;26.00;56.00;46.43;22.00;1.00;4.35;23.00;0.00;0.00;23.00;0.00;0.00
03;2021-06-18-2021-06-24;21.00;54.00;38.89;17.00;1.00;5.56;18.00;0.00;0.00;18.00;0.00;0.00
03;2021-06-19-2021-06-25;23.00;59.00;38.98;17.00;1.00;5.56;18.00;0.00;0.00;18.00;0.00;0.00
03;2021-06-20-2021-06-26;26.00;61.00;42.62;19.00;1.00;5.00;20.00;0.00;0.00;20.00;0.00;0.00
03;2021-06-21-2021-06-27;26.00;61.00;42.62;19.00;1.00;5.00;20.00;0.00;0.00;20.00;0.00;0.00
03;2021-06-22-2021-06-28;24.00;52.00;46.15;15.00;1.00;6.25;16.00;0.00;0.00;16.00;0.00;0.00
03;2021-06-23-2021-06-29;23.00;51.00;45.10;15.00;0.00;0.00;15.00;0.00;0.00;15.00;0.00;0.00
03;2021-06-24-2021-06-30;20.00;47.00;42.55;12.00;1.00;7.69;13.00;0.00;0.00;12.00;1.00;7.69
03;2021-06-25-2021-07-01;22.00;52.00;42.31;13.00;2.00;13.33;15.00;0.00;0.00;14.00;1.00;6.67
03;2021-06-26-2021-07-02;18.00;45.00;40.00;11.00;2.00;15.38;13.00;0.00;0.00;11.00;2.00;15.38
03;2021-06-27-2021-07-03;16.00;46.00;34.78;10.00;2.00;16.67;12.00;0.00;0.00;9.00;3.00;25.00
03;2021-06-28-2021-07-04;16.00;46.00;34.78;10.00;2.00;16.67;12.00;0.00;0.00;9.00;3.00;25.00
03;2021-06-29-2021-07-05;21.00;53.00;39.62;13.00;6.00;31.58;19.00;0.00;0.00;13.00;6.00;31.58
03;2021-06-30-2021-07-06;23.00;52.00;44.23;12.00;9.00;42.86;21.00;0.00;0.00;15.00;6.00;28.57
03;2021-07-01-2021-07-07;23.00;55.00;41.82;12.00;10.00;45.45;22.00;0.00;0.00;17.00;5.00;22.73
03;2021-07-02-2021-07-08;24.00;54.00;44.44;13.00;10.00;43.48;23.00;0.00;0.00;16.00;8.00;33.33
03;2021-07-03-2021-07-09;29.00;59.00;49.15;16.00;12.00;42.86;28.00;0.00;0.00;21.00;8.00;27.59
03;2021-07-04-2021-07-10;37.00;63.00;58.73;21.00;14.00;40.00;35.00;0.00;0.00;26.00;10.00;27.78
03;2021-07-05-2021-07-11;38.00;64.00;59.38;22.00;14.00;38.89;36.00;0.00;0.00;26.00;11.00;29.73
03;2021-07-06-2021-07-12;42.00;71.00;59.15;29.00;11.00;27.50;39.00;0.00;0.00;26.00;15.00;36.59
03;2021-07-07-2021-07-13;46.00;80.00;57.50;33.00;9.00;21.43;41.00;0.00;0.00;23.00;20.00;46.51
03;2021-07-08-2021-07-14;45.00;75.00;60.00;34.00;7.00;17.07;40.00;0.00;0.00;20.00;22.00;52.38
03;2021-07-09-2021-07-15;51.00;82.00;62.20;40.00;8.00;16.67;47.00;0.00;0.00;21.00;27.00;56.25
03;2021-07-10-2021-07-16;47.00;78.00;60.26;38.00;6.00;13.64;43.00;0.00;0.00;16.00;28.00;63.64
03;2021-07-11-2021-07-17;45.00;89.00;50.56;39.00;4.00;9.30;42.00;0.00;0.00;12.00;31.00;72.09
03;2021-07-12-2021-07-18;46.00;92.00;50.00;40.00;4.00;9.09;43.00;0.00;0.00;12.00;32.00;72.73
03;2021-07-13-2021-07-19;60.00;113.00;53.10;51.00;6.00;10.53;57.00;0.00;0.00;13.00;44.00;77.19
03;2021-07-14-2021-07-20;71.00;142.00;50.00;61.00;7.00;10.29;67.00;1.00;1.47;21.00;47.00;69.12
03;2021-07-15-2021-07-21;92.00;182.00;50.55;81.00;7.00;7.95;87.00;1.00;1.14;26.00;62.00;70.45
03;2021-07-16-2021-07-22;101.00;203.00;49.75;89.00;6.00;6.32;94.00;1.00;1.05;26.00;69.00;72.63
03;2021-07-17-2021-07-23;120.00;233.00;51.50;104.00;7.00;6.31;110.00;1.00;0.90;27.00;84.00;75.68
03;2021-07-18-2021-07-24;125.00;248.00;50.40;107.00;7.00;6.14;113.00;1.00;0.88;26.00;88.00;77.19
03;2021-07-19-2021-07-25;125.00;249.00;50.20;107.00;7.00;6.14;113.00;1.00;0.88;26.00;88.00;77.19
03;2021-07-20-2021-07-26;138.00;288.00;47.92;118.00;8.00;6.35;125.00;1.00;0.79;26.00;100.00;79.37
03;2021-07-21-2021-07-27;151.00;300.00;50.33;133.00;6.00;4.32;139.00;0.00;0.00;23.00;116.00;83.45
03;2021-07-22-2021-07-28;160.00;309.00;51.78;135.00;7.00;4.93;142.00;0.00;0.00;20.00;122.00;85.92
03;2021-07-23-2021-07-29;163.00;325.00;50.15;140.00;7.00;4.76;147.00;0.00;0.00;24.00;123.00;83.67
03;2021-07-24-2021-07-30;181.00;338.00;53.55;161.00;7.00;4.17;167.00;0.00;0.00;25.00;143.00;85.12
03;2021-07-25-2021-07-31;185.00;334.00;55.39;167.00;7.00;4.02;173.00;0.00;0.00;30.00;144.00;82.76
03;2021-07-26-2021-08-01;184.00;331.00;55.59;165.00;7.00;4.07;171.00;0.00;0.00;30.00;142.00;82.56
03;2021-07-27-2021-08-02;181.00;322.00;56.21;165.00;4.00;2.37;168.00;0.00;0.00;25.00;144.00;85.21
03;2021-07-28-2021-08-03;174.00;314.00;55.41;159.00;5.00;3.05;161.00;0.00;0.00;21.00;143.00;87.20
03;2021-07-29-2021-08-04;166.00;321.00;51.71;158.00;4.00;2.47;159.00;0.00;0.00;20.00;142.00;87.65
03;2021-07-30-2021-08-05;169.00;331.00;51.06;162.00;3.00;1.82;162.00;0.00;0.00;13.00;152.00;92.12
03;2021-07-31-2021-08-06;158.00;340.00;46.47;151.00;2.00;1.31;151.00;0.00;0.00;10.00;143.00;93.46
03;2021-08-01-2021-08-07;156.00;344.00;45.35;149.00;2.00;1.32;149.00;0.00;0.00;6.00;145.00;96.03
03;2021-08-02-2021-08-08;157.00;347.00;45.24;150.00;2.00;1.32;150.00;0.00;0.00;6.00;146.00;96.05
07;2021-05-31-2021-06-06;78.00;194.00;40.21;68.00;7.00;9.33;4.00;0.00;0.00;4.00;0.00;0.00
07;2021-06-01-2021-06-07;69.00;188.00;36.70;61.00;6.00;8.96;4.00;0.00;0.00;4.00;0.00;0.00
07;2021-06-02-2021-06-08;75.00;175.00;42.86;68.00;5.00;6.85;5.00;0.00;0.00;5.00;0.00;0.00
07;2021-06-03-2021-06-09;73.00;151.00;48.34;66.00;5.00;7.04;6.00;0.00;0.00;6.00;0.00;0.00
07;2021-06-04-2021-06-10;70.00;127.00;55.12;64.00;5.00;7.25;11.00;0.00;0.00;10.00;1.00;9.09
07;2021-06-05-2021-06-11;67.00;116.00;57.76;66.00;0.00;0.00;11.00;0.00;0.00;10.00;1.00;9.09
07;2021-06-06-2021-06-12;64.00;108.00;59.26;61.00;0.00;0.00;11.00;0.00;0.00;10.00;1.00;9.09
07;2021-06-07-2021-06-13;64.00;107.00;59.81;61.00;0.00;0.00;11.00;0.00;0.00;10.00;1.00;9.09
07;2021-06-08-2021-06-14;60.00;94.00;63.83;57.00;0.00;0.00;18.00;0.00;0.00;17.00;1.00;5.56
07;2021-06-09-2021-06-15;53.00;83.00;63.86;48.00;0.00;0.00;23.00;0.00;0.00;22.00;1.00;4.35
07;2021-06-10-2021-06-16;56.00;87.00;64.37;49.00;0.00;0.00;30.00;0.00;0.00;29.00;1.00;3.33
07;2021-06-11-2021-06-17;61.00;92.00;66.30;51.00;1.00;1.92;39.00;0.00;0.00;39.00;0.00;0.00
07;2021-06-12-2021-06-18;52.00;80.00;65.00;42.00;1.00;2.33;39.00;0.00;0.00;39.00;0.00;0.00
07;2021-06-13-2021-06-19;49.00;73.00;67.12;42.00;1.00;2.33;41.00;0.00;0.00;41.00;0.00;0.00
07;2021-06-14-2021-06-20;49.00;72.00;68.06;42.00;1.00;2.33;41.00;0.00;0.00;41.00;0.00;0.00
07;2021-06-15-2021-06-21;47.00;61.00;77.05;39.00;1.00;2.50;39.00;0.00;0.00;39.00;0.00;0.00
07;2021-06-16-2021-06-22;42.00;53.00;79.25;36.00;1.00;2.70;36.00;0.00;0.00;36.00;0.00;0.00
07;2021-06-17-2021-06-23;32.00;40.00;80.00;28.00;1.00;3.45;28.00;0.00;0.00;28.00;0.00;0.00
07;2021-06-18-2021-06-24;19.00;25.00;76.00;17.00;0.00;0.00;17.00;0.00;0.00;17.00;0.00;0.00
07;2021-06-19-2021-06-25;18.00;26.00;69.23;16.00;0.00;0.00;16.00;0.00;0.00;16.00;0.00;0.00
07;2021-06-20-2021-06-26;17.00;25.00;68.00;15.00;0.00;0.00;15.00;0.00;0.00;15.00;0.00;0.00
07;2021-06-21-2021-06-27;17.00;26.00;65.38;15.00;0.00;0.00;15.00;0.00;0.00;15.00;0.00;0.00
07;2021-06-22-2021-06-28;11.00;18.00;61.11;10.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00
07;2021-06-23-2021-06-29;10.00;19.00;52.63;9.00;0.00;0.00;9.00;0.00;0.00;8.00;1.00;11.11
07;2021-06-24-2021-06-30;14.00;24.00;58.33;13.00;0.00;0.00;13.00;0.00;0.00;11.00;2.00;15.38
07;2021-06-25-2021-07-01;12.00;22.00;54.55;11.00;0.00;0.00;11.00;0.00;0.00;8.00;3.00;27.27
07;2021-06-26-2021-07-02;13.00;22.00;59.09;11.00;0.00;0.00;11.00;0.00;0.00;8.00;3.00;27.27
07;2021-06-27-2021-07-03;14.00;26.00;53.85;12.00;0.00;0.00;12.00;0.00;0.00;9.00;3.00;25.00
07;2021-06-28-2021-07-04;15.00;27.00;55.56;13.00;0.00;0.00;13.00;0.00;0.00;10.00;3.00;23.08
07;2021-06-29-2021-07-05;22.00;38.00;57.89;15.00;1.00;6.25;16.00;0.00;0.00;12.00;4.00;25.00
07;2021-06-30-2021-07-06;22.00;47.00;46.81;15.00;1.00;6.25;16.00;0.00;0.00;11.00;5.00;31.25
07;2021-07-01-2021-07-07;30.00;59.00;50.85;23.00;1.00;4.17;24.00;0.00;0.00;8.00;16.00;66.67
07;2021-07-02-2021-07-08;36.00;70.00;51.43;30.00;1.00;3.23;31.00;0.00;0.00;10.00;21.00;67.74
07;2021-07-03-2021-07-09;44.00;83.00;53.01;38.00;1.00;2.56;39.00;0.00;0.00;8.00;31.00;79.49
07;2021-07-04-2021-07-10;45.00;86.00;52.33;38.00;1.00;2.56;39.00;0.00;0.00;5.00;34.00;87.18
07;2021-07-05-2021-07-11;44.00;86.00;51.16;37.00;1.00;2.63;38.00;0.00;0.00;4.00;34.00;89.47
07;2021-07-06-2021-07-12;56.00;98.00;57.14;52.00;0.00;0.00;52.00;0.00;0.00;6.00;46.00;88.46
07;2021-07-07-2021-07-13;77.00;118.00;65.25;66.00;3.00;4.35;69.00;0.00;0.00;10.00;59.00;85.51
07;2021-07-08-2021-07-14;67.00;103.00;65.05;56.00;3.00;5.08;59.00;0.00;0.00;10.00;49.00;83.05
07;2021-07-09-2021-07-15;75.00;116.00;64.66;63.00;3.00;4.55;65.00;1.00;1.52;9.00;57.00;86.36
07;2021-07-10-2021-07-16;100.00;142.00;70.42;82.00;6.00;6.82;87.00;1.00;1.14;17.00;71.00;80.68
07;2021-07-11-2021-07-17;107.00;153.00;69.93;90.00;6.00;6.25;95.00;1.00;1.04;20.00;76.00;79.17
07;2021-07-12-2021-07-18;113.00;165.00;68.48;96.00;6.00;5.88;101.00;1.00;0.98;20.00;82.00;80.39
07;2021-07-13-2021-07-19;132.00;207.00;63.77;116.00;6.00;4.92;120.00;2.00;1.64;21.00;101.00;82.79
07;2021-07-14-2021-07-20;152.00;244.00;62.30;138.00;3.00;2.13;139.00;2.00;1.42;23.00;118.00;83.69
07;2021-07-15-2021-07-21;182.00;296.00;61.49;165.00;3.00;1.79;166.00;2.00;1.19;27.00;141.00;83.93
07;2021-07-16-2021-07-22;210.00;334.00;62.87;194.00;3.00;1.52;195.00;2.00;1.02;29.00;168.00;85.28
07;2021-07-17-2021-07-23;218.00;361.00;60.39;208.00;0.00;0.00;206.00;2.00;0.96;22.00;187.00;89.47
07;2021-07-18-2021-07-24;221.00;369.00;59.89;211.00;0.00;0.00;209.00;2.00;0.95;22.00;190.00;89.62
07;2021-07-19-2021-07-25;216.00;365.00;59.18;206.00;0.00;0.00;204.00;2.00;0.97;23.00;184.00;88.89
07;2021-07-20-2021-07-26;252.00;424.00;59.43;237.00;0.00;0.00;235.00;2.00;0.84;23.00;215.00;90.34
07;2021-07-21-2021-07-27;281.00;459.00;61.22;266.00;0.00;0.00;264.00;2.00;0.75;20.00;247.00;92.51
07;2021-07-22-2021-07-28;316.00;507.00;62.33;301.00;0.00;0.00;297.00;4.00;1.33;22.00;280.00;92.72
07;2021-07-23-2021-07-29;317.00;531.00;59.70;302.00;0.00;0.00;299.00;3.00;0.99;23.00;280.00;92.41
07;2021-07-24-2021-07-30;329.00;549.00;59.93;312.00;1.00;0.32;310.00;3.00;0.96;27.00;286.00;91.37
07;2021-07-25-2021-07-31;332.00;564.00;58.87;313.00;1.00;0.32;311.00;3.00;0.96;25.00;289.00;92.04
07;2021-07-26-2021-08-01;334.00;563.00;59.33;315.00;1.00;0.32;313.00;3.00;0.95;24.00;292.00;92.41
07;2021-07-27-2021-08-02;346.00;568.00;60.92;329.00;1.00;0.30;326.00;4.00;1.21;29.00;301.00;91.21
07;2021-07-28-2021-08-03;345.00;570.00;60.53;331.00;1.00;0.30;327.00;5.00;1.51;31.00;302.00;90.69
07;2021-07-29-2021-08-04;341.00;568.00;60.04;328.00;1.00;0.30;326.00;3.00;0.91;27.00;303.00;91.82
07;2021-07-30-2021-08-05;361.00;584.00;61.82;344.00;3.00;0.86;342.00;3.00;0.87;27.00;319.00;92.20
07;2021-07-31-2021-08-06;367.00;597.00;61.47;353.00;2.00;0.56;350.00;3.00;0.85;27.00;327.00;92.37
07;2021-08-01-2021-08-07;378.00;618.00;61.17;366.00;2.00;0.54;363.00;3.00;0.82;28.00;339.00;92.37
07;2021-08-02-2021-08-08;376.00;616.00;61.04;364.00;2.00;0.55;361.00;3.00;0.82;28.00;337.00;92.33
15;2021-05-31-2021-06-06;17.00;72.00;23.61;7.00;5.00;41.67;1.00;1.00;50.00;0.00;1.00;100.00
15;2021-06-01-2021-06-07;9.00;62.00;14.52;5.00;2.00;28.57;2.00;1.00;33.33;1.00;1.00;50.00
15;2021-06-02-2021-06-08;12.00;68.00;17.65;5.00;4.00;44.44;3.00;2.00;40.00;3.00;1.00;25.00
15;2021-06-03-2021-06-09;18.00;65.00;27.69;7.00;7.00;50.00;2.00;2.00;50.00;3.00;1.00;25.00
15;2021-06-04-2021-06-10;18.00;62.00;29.03;7.00;7.00;50.00;2.00;2.00;50.00;3.00;2.00;40.00
15;2021-06-05-2021-06-11;24.00;68.00;35.29;13.00;7.00;35.00;6.00;2.00;25.00;8.00;2.00;20.00
15;2021-06-06-2021-06-12;25.00;59.00;42.37;14.00;7.00;33.33;6.00;2.00;25.00;8.00;2.00;20.00
15;2021-06-07-2021-06-13;25.00;58.00;43.10;14.00;7.00;33.33;6.00;2.00;25.00;8.00;2.00;20.00
15;2021-06-08-2021-06-14;40.00;69.00;57.97;27.00;9.00;25.00;20.00;6.00;23.08;20.00;8.00;28.57
15;2021-06-09-2021-06-15;40.00;60.00;66.67;29.00;8.00;21.62;22.00;5.00;18.52;21.00;8.00;27.59
15;2021-06-10-2021-06-16;36.00;56.00;64.29;29.00;5.00;14.71;24.00;5.00;17.24;23.00;7.00;23.33
15;2021-06-11-2021-06-17;43.00;64.00;67.19;34.00;7.00;17.07;27.00;7.00;20.59;27.00;10.00;27.03
15;2021-06-12-2021-06-18;40.00;58.00;68.97;31.00;7.00;18.42;26.00;7.00;21.21;25.00;10.00;28.57
15;2021-06-13-2021-06-19;40.00;56.00;71.43;31.00;7.00;18.42;27.00;7.00;20.59;26.00;10.00;27.78
15;2021-06-14-2021-06-20;40.00;56.00;71.43;31.00;7.00;18.42;27.00;7.00;20.59;26.00;10.00;27.78
15;2021-06-15-2021-06-21;20.00;26.00;76.92;17.00;3.00;15.00;14.00;3.00;17.65;15.00;4.00;21.05
15;2021-06-16-2021-06-22;20.00;25.00;80.00;17.00;2.00;10.53;13.00;3.00;18.75;14.00;4.00;22.22
15;2021-06-17-2021-06-23;21.00;23.00;91.30;18.00;2.00;10.00;15.00;3.00;16.67;15.00;5.00;25.00
15;2021-06-18-2021-06-24;15.00;16.00;93.75;13.00;1.00;7.14;14.00;0.00;0.00;13.00;1.00;7.14
15;2021-06-19-2021-06-25;16.00;18.00;88.89;13.00;2.00;13.33;13.00;2.00;13.33;12.00;3.00;20.00
15;2021-06-20-2021-06-26;15.00;18.00;83.33;12.00;2.00;14.29;12.00;2.00;14.29;11.00;3.00;21.43
15;2021-06-21-2021-06-27;15.00;18.00;83.33;12.00;2.00;14.29;12.00;2.00;14.29;11.00;3.00;21.43
15;2021-06-22-2021-06-28;13.00;16.00;81.25;10.00;2.00;16.67;10.00;2.00;16.67;9.00;3.00;25.00
15;2021-06-23-2021-06-29;15.00;18.00;83.33;11.00;2.00;15.38;10.00;3.00;23.08;10.00;3.00;23.08
15;2021-06-24-2021-06-30;13.00;17.00;76.47;9.00;2.00;18.18;8.00;3.00;27.27;8.00;3.00;27.27
